,head id,head name,tail id,tail name,pathway,link type,relation name,relation value,entry1,entry2,Unnamed: 0
14021,hsa:51727,CMPK1,cpd:C16634,C16634,hsa00983,ECrel,compound,65,127.0,89.0,
14022,cpd:C16634,C16634,hsa:54963,UCKL1,hsa00983,ECrel,compound,65,127.0,89.0,
14025,hsa:51727,CMPK1,cpd:C21748,C21748,hsa00983,ECrel,compound,124,127.0,128.0,
14026,cpd:C21748,C21748,hsa:10201,NME6,hsa00983,ECrel,compound,124,127.0,128.0,
14028,cpd:C21748,C21748,hsa:50484,RRM2B,hsa00983,ECrel,compound,124,127.0,132.0,
14029,hsa:10201,NME6,cpd:C21748,C21748,hsa00983,ECrel,compound,124,128.0,132.0,
14031,hsa:7083,TK1,cpd:C04242,C04242,hsa00983,ECrel,compound,68,90.0,129.0,
14032,cpd:C04242,C04242,hsa:51727,CMPK1,hsa00983,ECrel,compound,68,90.0,129.0,
14034,cpd:C04242,C04242,hsa:1854,DUT,hsa00983,ECrel,compound,68,90.0,134.0,
14035,hsa:51727,CMPK1,cpd:C04242,C04242,hsa00983,ECrel,compound,68,129.0,134.0,
14037,hsa:51727,CMPK1,cpd:C21750,C21750,hsa00983,ECrel,compound,121,129.0,132.0,
14038,cpd:C21750,C21750,hsa:50484,RRM2B,hsa00983,ECrel,compound,121,129.0,132.0,
14040,cpd:C21750,C21750,hsa:10201,NME6,hsa00983,ECrel,compound,121,129.0,130.0,
14041,hsa:50484,RRM2B,cpd:C21750,C21750,hsa00983,ECrel,compound,121,132.0,130.0,
14043,hsa:10201,NME6,cpd:C21751,C21751,hsa00983,ECrel,compound,122,130.0,134.0,
14044,cpd:C21751,C21751,hsa:1854,DUT,hsa00983,ECrel,compound,122,130.0,134.0,
14045,hsa:1066,CES1,dr:D00346,D00346...,hsa00983,ECrel,compound,9,158.0,146.0,
14046,dr:D00346,D00346...,hsa:4353,MPO,hsa00983,ECrel,compound,9,158.0,146.0,
14048,dr:D00346,D00346...,hsa:10,NAT2,hsa00983,ECrel,compound,9,158.0,78.0,
14049,hsa:4353,MPO,dr:D00346,D00346...,hsa00983,ECrel,compound,9,146.0,78.0,
14051,hsa:1066,CES1,cpd:C05361,C05361,hsa00983,ECrel,compound,59,158.0,149.0,
14052,cpd:C05361,C05361,hsa:10,NAT2,hsa00983,ECrel,compound,59,158.0,149.0,
14053,hsa:10,NAT2,cpd:C07585,C07585,hsa00983,ECrel,compound,55,78.0,159.0,
14054,cpd:C07585,C07585,hsa:1066,CES1,hsa00983,ECrel,compound,55,78.0,159.0,
14055,hsa:10,NAT2,cpd:C07447,C07447,hsa00983,ECrel,compound,56,149.0,159.0,
14056,cpd:C07447,C07447,hsa:1066,CES1,hsa00983,ECrel,compound,56,149.0,159.0,
14058,cpd:C07447,C07447,hsa:1571,CYP2E1,hsa00983,ECrel,compound,56,149.0,151.0,
14063,hsa:1066,CES1,cpd:C07447,C07447,hsa00983,ECrel,compound,56,159.0,151.0,
14065,hsa:1571,CYP2E1,cpd:C21758,C21758,hsa00983,ECrel,compound,154,151.0,164.0,
14066,cpd:C21758,C21758,hsa:119391,GSTO2,hsa00983,ECrel,compound,154,151.0,164.0,
14067,dr:D04931 cpd:C02380,dr:D04931 cpd:C02380,cpd:C16614,cpd:C16614,hsa00983,reaction,rn:R08236,irreversible,47.0,41.0,0.0
14068,cpd:C04646,cpd:C04646,cpd:C16615,cpd:C16615,hsa00983,reaction,rn:R08239,irreversible,14.0,42.0,1.0
14069,cpd:C16619,cpd:C16619,cpd:C16620,cpd:C16620,hsa00983,reaction,rn:R08246,irreversible,44.0,43.0,2.0
14070,cpd:C16614,cpd:C16614,cpd:C16615,cpd:C16615,hsa00983,reaction,rn:R08238,irreversible,41.0,42.0,3.0
14071,dr:D04931 cpd:C02380,dr:D04931 cpd:C02380,cpd:C04646,cpd:C04646,hsa00983,reaction,rn:R08237,irreversible,47.0,14.0,4.0
14072,dr:D08603 cpd:C07648,dr:D08603 cpd:C07648,cpd:C16619,cpd:C16619,hsa00983,reaction,rn:R08245,irreversible,45.0,44.0,5.0
14073,cpd:C16618,cpd:C16618,cpd:C16619,cpd:C16619,hsa00983,reaction,rn:R08244,irreversible,46.0,44.0,6.0
14074,cpd:C16617,cpd:C16617,cpd:C04646,cpd:C04646,hsa00983,reaction,rn:R08243,irreversible,51.0,14.0,7.0
14075,dr:D04931 cpd:C02380,dr:D04931 cpd:C02380,cpd:C16613,cpd:C16613,hsa00983,reaction,rn:R08235,irreversible,47.0,50.0,8.0
14076,dr:D00346 cpd:C07054,dr:D00346 cpd:C07054,cpd:C07585,cpd:C07585,hsa00983,reaction,rn:R08248,irreversible,9.0,55.0,9.0
14077,cpd:C07447,cpd:C07447,cpd:C16622,cpd:C16622,hsa00983,reaction,rn:R08250,irreversible,56.0,58.0,10.0
14078,dr:D00584 cpd:C07649,dr:D00584 cpd:C07649,cpd:C16633,cpd:C16633,hsa00983,reaction,rn:R08229,reversible,60.0,66.0,11.0
14079,dr:D00584 cpd:C07649,dr:D00584 cpd:C07649,dr:D04197 cpd:C11736,dr:D04197 cpd:C11736,hsa00983,reaction,rn:R08230,reversible,60.0,67.0,12.0
14080,dr:D00584 cpd:C07649,dr:D00584 cpd:C07649,cpd:C16630,cpd:C16630,hsa00983,reaction,rn:R08226,irreversible,60.0,62.0,13.0
14081,cpd:C16630,cpd:C16630,cpd:C16631,cpd:C16631,hsa00983,reaction,rn:R08227,irreversible,62.0,63.0,14.0
14082,cpd:C16631,cpd:C16631,cpd:C16632,cpd:C16632,hsa00983,reaction,rn:R08228,irreversible,63.0,64.0,15.0
14083,dr:D00584 cpd:C07649,dr:D00584 cpd:C07649,cpd:C16634,cpd:C16634,hsa00983,reaction,rn:R08231,irreversible,60.0,65.0,16.0
14084,cpd:C16633,cpd:C16633,cpd:C16634,cpd:C16634,hsa00983,reaction,rn:R08232,irreversible,66.0,65.0,17.0
14085,dr:D04197 cpd:C11736,dr:D04197 cpd:C11736,cpd:C04242,cpd:C04242,hsa00983,reaction,rn:R08233,irreversible,67.0,68.0,18.0
14086,cpd:C04646,cpd:C04646,cpd:C16618,cpd:C16618,hsa00983,reaction,rn:R08240,irreversible,14.0,46.0,19.0
14087,dr:D01244 cpd:C12673,dr:D01244 cpd:C12673,dr:D00584 cpd:C07649,dr:D00584 cpd:C07649,hsa00983,reaction,rn:R08225,irreversible,61.0,60.0,20.0
14088,dr:D01309 cpd:C12739,dr:D01309 cpd:C12739,dr:D00584 cpd:C07649,dr:D00584 cpd:C07649,hsa00983,reaction,rn:R08222,irreversible,95.0,60.0,21.0
14089,cpd:C16635,cpd:C16635,dr:D01309 cpd:C12739,dr:D01309 cpd:C12739,hsa00983,reaction,rn:R08221,irreversible,98.0,95.0,22.0
14090,dr:D01223 cpd:C12650,dr:D01223 cpd:C12650,cpd:C16635,cpd:C16635,hsa00983,reaction,rn:R08220,irreversible,16.0,98.0,23.0
14091,dr:D08086 cpd:C16641,dr:D08086 cpd:C16641,cpd:C11173,cpd:C11173,hsa00983,reaction,rn:R08255,irreversible,106.0,109.0,24.0
14092,cpd:C11173,cpd:C11173,cpd:C11376,cpd:C11376,hsa00983,reaction,rn:R08259,irreversible,109.0,110.0,25.0
14093,cpd:C11376,cpd:C11376,cpd:C11173,cpd:C11173,hsa00983,reaction,rn:R08260,irreversible,110.0,109.0,26.0
14094,cpd:C16543,cpd:C16543,cpd:C11173,cpd:C11173,hsa00983,reaction,rn:R08258,irreversible,108.0,109.0,27.0
14095,cpd:C21748,cpd:C21748,cpd:C21750,cpd:C21750,hsa00983,reaction,rn:R11893,irreversible,124.0,121.0,28.0
14096,cpd:C21748,cpd:C21748,cpd:C21749,cpd:C21749,hsa00983,reaction,rn:R11894,irreversible,124.0,125.0,29.0
14097,cpd:C16634,cpd:C16634,cpd:C21748,cpd:C21748,hsa00983,reaction,rn:R11891,irreversible,65.0,124.0,30.0
14098,cpd:C04242,cpd:C04242,cpd:C21750,cpd:C21750,hsa00983,reaction,rn:R11892,irreversible,68.0,121.0,31.0
14099,cpd:C21750,cpd:C21750,cpd:C21751,cpd:C21751,hsa00983,reaction,rn:R11895,irreversible,121.0,122.0,32.0
14100,cpd:C21751,cpd:C21751,cpd:C04242,cpd:C04242,hsa00983,reaction,rn:R11896,irreversible,122.0,68.0,33.0
14101,dr:D00346 cpd:C07054,dr:D00346 cpd:C07054,cpd:C21754,cpd:C21754,hsa00983,reaction,rn:R11906,irreversible,9.0,137.0,34.0
14102,cpd:C05361,cpd:C05361,cpd:C07447,cpd:C07447,hsa00983,reaction,rn:R11902,irreversible,59.0,56.0,35.0
14103,cpd:C07447,cpd:C07447,cpd:C21758,cpd:C21758,hsa00983,reaction,rn:R11904,irreversible,56.0,154.0,36.0
14104,dr:D00346 cpd:C07054,dr:D00346 cpd:C07054,cpd:C05361,cpd:C05361,hsa00983,reaction,rn:R08251,irreversible,9.0,59.0,37.0
14105,dr:D00346 cpd:C07054,dr:D00346 cpd:C07054,cpd:C07446,cpd:C07446,hsa00983,reaction,rn:R08251,irreversible,9.0,19.0,38.0
14106,cpd:C07585,cpd:C07585,cpd:C07446,cpd:C07446,hsa00983,reaction,rn:R08249,irreversible,55.0,19.0,39.0
14107,cpd:C07585,cpd:C07585,cpd:C07447,cpd:C07447,hsa00983,reaction,rn:R08249,irreversible,55.0,56.0,40.0
14108,cpd:C21758,cpd:C21758,cpd:C02320,cpd:C02320,hsa00983,reaction,rn:R11905,irreversible,154.0,163.0,41.0
14110,cpd:C00412,cpd:C00412,cpd:C01530,cpd:C01530,hsa01040,reaction,rn:R08174,irreversible,212.0,177.0,1.0
14111,cpd:C02041,cpd:C02041,cpd:C06425,cpd:C06425,hsa01040,reaction,rn:R08175,irreversible,209.0,185.0,2.0
14112,cpd:C00510,cpd:C00510,cpd:C00712,cpd:C00712,hsa01040,reaction,rn:R08176,irreversible,202.0,178.0,3.0
14113,cpd:C02050,cpd:C02050,cpd:C01595,cpd:C01595,hsa01040,reaction,rn:R08177,irreversible,195.0,176.0,4.0
14114,cpd:C02249,cpd:C02249,cpd:C00219,cpd:C00219,hsa01040,reaction,rn:R08183,irreversible,215.0,180.0,5.0
14115,cpd:C03595,cpd:C03595,cpd:C03242,cpd:C03242,hsa01040,reaction,rn:R08182,irreversible,216.0,175.0,6.0
14116,cpd:C03035,cpd:C03035,cpd:C06426,cpd:C06426,hsa01040,reaction,rn:R08181,irreversible,217.0,186.0,7.0
14117,cpd:C16169,cpd:C16169,cpd:C06429,cpd:C06429,hsa01040,reaction,rn:R08180,irreversible,219.0,187.0,8.0
14118,cpd:C16165,cpd:C16165,cpd:C06428,cpd:C06428,hsa01040,reaction,rn:R08179,irreversible,220.0,192.0,9.0
14119,cpd:C16162,cpd:C16162,cpd:C06427,cpd:C06427,hsa01040,reaction,rn:R08178,irreversible,222.0,194.0,10.0
14120,cpd:C16162,cpd:C16162,cpd:C16163,cpd:C16163,hsa01040,reaction,rn:R07933,irreversible,242.0,240.0,11.0
14121,cpd:C16167,cpd:C16167,cpd:C16168,cpd:C16168,hsa01040,reaction,rn:R11110,irreversible,232.0,231.0,12.0
14122,cpd:C16171,cpd:C16171,cpd:C16172,cpd:C16172,hsa01040,reaction,rn:R11111,irreversible,224.0,223.0,13.0
14123,cpd:C03595,cpd:C03595,cpd:C02249,cpd:C02249,hsa01040,reaction,rn:R11059,irreversible,228.0,227.0,14.0
14124,cpd:C02050,cpd:C02050,cpd:C03035,cpd:C03035,hsa01040,reaction,rn:R03814,irreversible,241.0,230.0,15.0
14125,cpd:C16164,cpd:C16164,cpd:C16165,cpd:C16165,hsa01040,reaction,rn:R11060,irreversible,235.0,234.0,16.0
14126,cpd:C00154,cpd:C00154,cpd:C21943,cpd:C21943,hsa01040,reaction,rn:R12172,irreversible,359.0,360.0,17.0
14127,cpd:C00154,cpd:C00154,cpd:C21072,cpd:C21072,hsa01040,reaction,rn:R12173,irreversible,358.0,366.0,18.0
14128,cpd:C00510,cpd:C00510,cpd:C21935,cpd:C21935,hsa01040,reaction,rn:R12167,irreversible,372.0,380.0,19.0
14129,cpd:C21937,cpd:C21937,cpd:C21939,cpd:C21939,hsa01040,reaction,rn:R12169,irreversible,382.0,383.0,20.0
14130,cpd:C16530,cpd:C16530,cpd:C21937,cpd:C21937,hsa01040,reaction,rn:R12168,irreversible,374.0,382.0,21.0
14131,cpd:C16179,cpd:C16179,cpd:C16164,cpd:C16164,hsa01040,reaction,rn:R12170,irreversible,236.0,235.0,22.0
14132,cpd:C16180,cpd:C16180,cpd:C03595,cpd:C03595,hsa01040,reaction,rn:R12171,irreversible,229.0,228.0,23.0
14133,cpd:C00024,cpd:C00024,cpd:C00158,cpd:C00158,hsa01100,reaction,rn:R00351 rn:R00352,reversible,6239.0,6238.0,0.0
14134,cpd:C00036,cpd:C00036,cpd:C00158,cpd:C00158,hsa01100,reaction,rn:R00351 rn:R00352,reversible,6237.0,6238.0,1.0
14136,cpd:C00026,cpd:C00026,cpd:C05379,cpd:C05379,hsa01100,reaction,rn:R00268,reversible,4369.0,4362.0,3.0
14137,cpd:C05345,cpd:C05345,cpd:C05378,cpd:C05378,hsa01100,reaction,rn:R04779 rn:R04780 rn:R09084 rn:R02073,reversible,4584.0,4378.0,4.0
14140,cpd:C00111,cpd:C00111,cpd:C00118,cpd:C00118,hsa01100,reaction,rn:R01015,reversible,4245.0,5693.0,7.0
14141,cpd:C00118,cpd:C00118,cpd:C00236,cpd:C00236,hsa01100,reaction,rn:R01061 rn:R01063,reversible,5693.0,5691.0,8.0
14142,cpd:C00236,cpd:C00236,cpd:C00197,cpd:C00197,hsa01100,reaction,rn:R01512,reversible,5691.0,5692.0,9.0
14143,cpd:C00197,cpd:C00197,cpd:C00631,cpd:C00631,hsa01100,reaction,rn:R01518,reversible,5692.0,4244.0,10.0
14145,cpd:C00074,cpd:C00074,cpd:C00022,cpd:C00022,hsa01100,reaction,rn:R00199 rn:R00200 rn:R00206 rn:R02320,reversible,4243.0,4484.0,12.0
14146,cpd:C00022,cpd:C00022,cpd:C00024,cpd:C00024,hsa01100,reaction,rn:R00209 rn:R00212 rn:R01196 rn:R10866,reversible,4484.0,6239.0,13.0
14147,cpd:C00345,cpd:C00345,cpd:C00199,cpd:C00199,hsa01100,reaction,rn:R01528 rn:R10221,reversible,5678.0,4802.0,14.0
14148,cpd:C01236,cpd:C01236,cpd:C00345,cpd:C00345,hsa01100,reaction,rn:R02035,reversible,5576.0,5678.0,15.0
14149,cpd:C01172,cpd:C01172,cpd:C01236,cpd:C01236,hsa01100,reaction,rn:R02736 rn:R10907,reversible,5679.0,5576.0,16.0
14150,cpd:C05345,cpd:C05345,cpd:C00668,cpd:C00668,hsa01100,reaction,rn:R02740,reversible,4584.0,4246.0,17.0
14156,cpd:C00181,cpd:C00181,cpd:C00379,cpd:C00379,hsa01100,reaction,rn:R01431 rn:R07152 rn:R09477,reversible,3147.0,3938.0,23.0
14157,cpd:C00199,cpd:C00199,cpd:C00309,cpd:C00309,hsa01100,reaction,rn:R01526,reversible,4802.0,3597.0,24.0
14158,cpd:C00029,cpd:C00029,cpd:C00103,cpd:C00103,hsa01100,reaction,rn:R00287 rn:R00289 rn:R00955,reversible,5227.0,5292.0,25.0
14161,cpd:C03033,cpd:C03033,cpd:C00191,cpd:C00191,hsa01100,reaction,rn:R01478,reversible,5223.0,3148.0,28.0
14162,cpd:C00191,cpd:C00191,cpd:C00800,cpd:C00800,hsa01100,reaction,rn:R01481,reversible,3148.0,4783.0,29.0
14163,cpd:C00618,cpd:C00618,cpd:C00800,cpd:C00800,hsa01100,reaction,rn:R02640,reversible,3940.0,4783.0,30.0
14168,cpd:C00984,cpd:C00984,cpd:C00446,cpd:C00446,hsa01100,reaction,rn:R01092,reversible,4590.0,3729.0,35.0
14169,cpd:C00369,cpd:C00369,cpd:C00718,cpd:C00718,hsa01100,reaction,rn:R02110,reversible,5229.0,5230.0,36.0
14170,cpd:C00369,cpd:C00369,cpd:C00721,cpd:C00721,hsa01100,reaction,rn:R02112,reversible,5229.0,3921.0,37.0
14171,cpd:C00267,cpd:C00267,cpd:C00721,cpd:C00721,hsa01100,reaction,rn:R01791,reversible,5682.0,3921.0,38.0
14172,cpd:C00369,cpd:C00369,cpd:C00267,cpd:C00267,hsa01100,reaction,rn:R01790,reversible,5229.0,5682.0,39.0
14173,cpd:C00052,cpd:C00052,cpd:C00029,cpd:C00029,hsa01100,reaction,rn:R00291,reversible,3112.0,5227.0,40.0
14174,cpd:C00167,cpd:C00167,cpd:C00190,cpd:C00190,hsa01100,reaction,rn:R01384,reversible,5222.0,4076.0,41.0
14175,cpd:C05345,cpd:C05345,cpd:C00352,cpd:C00352,hsa01100,reaction,rn:R00768,reversible,4584.0,3903.0,42.0
14176,cpd:C00043,cpd:C00043,cpd:C04501,cpd:C04501,hsa01100,reaction,rn:R00416,reversible,3145.0,3905.0,43.0
14177,cpd:C00645,cpd:C00645,cpd:C04257,cpd:C04257,hsa01100,reaction,rn:R02705,reversible,5538.0,3592.0,44.0
14178,cpd:C04257,cpd:C04257,cpd:C06241,cpd:C06241,hsa01100,reaction,rn:R04435,reversible,3592.0,3593.0,45.0
14179,cpd:C06241,cpd:C06241,cpd:C00270,cpd:C00270,hsa01100,reaction,rn:R01805,reversible,3593.0,5537.0,46.0
14181,cpd:C00095,cpd:C00095,cpd:C05345,cpd:C05345,hsa01100,reaction,rn:R00867,reversible,4128.0,4584.0,48.0
14182,cpd:C00095,cpd:C00095,cpd:C01094,cpd:C01094,hsa01100,reaction,rn:R00866 rn:R03232,reversible,4128.0,3728.0,49.0
14184,cpd:C00159,cpd:C00159,cpd:C00275,cpd:C00275,hsa01100,reaction,rn:R01326 rn:R02630,reversible,3146.0,4130.0,51.0
14186,cpd:C00636,cpd:C00636,cpd:C00275,cpd:C00275,hsa01100,reaction,rn:R01818,reversible,3932.0,4130.0,53.0
14187,cpd:C00096,cpd:C00096,cpd:C00636,cpd:C00636,hsa01100,reaction,rn:R00883 rn:R00885,reversible,5125.0,3932.0,54.0
14188,cpd:C00096,cpd:C00096,cpd:C01222,cpd:C01222,hsa01100,reaction,rn:R00888,reversible,5125.0,3933.0,55.0
14189,cpd:C01222,cpd:C01222,cpd:C00325,cpd:C00325,hsa01100,reaction,rn:R05692,reversible,3933.0,3599.0,56.0
14190,cpd:C00325,cpd:C00325,cpd:C02985,cpd:C02985,hsa01100,reaction,rn:R01951,reversible,3599.0,3934.0,57.0
14191,cpd:C02985,cpd:C02985,cpd:C01019,cpd:C01019,hsa01100,reaction,rn:R03161,reversible,3934.0,3894.0,58.0
14192,cpd:C04006,cpd:C04006,cpd:C00137,cpd:C00137,hsa01100,reaction,rn:R01187 rn:R07279,reversible,5609.0,5619.0,59.0
14193,cpd:C04063,cpd:C04063,cpd:C04006,cpd:C04006,hsa01100,reaction,rn:R04372,reversible,5607.0,5609.0,60.0
14194,cpd:C01272,cpd:C01272,cpd:C01243,cpd:C01243,hsa01100,reaction,rn:R03428 rn:R03430,reversible,5608.0,5602.0,61.0
14195,cpd:C01245,cpd:C01245,cpd:C01272,cpd:C01272,hsa01100,reaction,rn:R03433 rn:R03434,reversible,5603.0,5608.0,62.0
14196,cpd:C01245,cpd:C01245,cpd:C01220,cpd:C01220,hsa01100,reaction,rn:R03394,reversible,5603.0,5604.0,63.0
14197,cpd:C01220,cpd:C01220,cpd:C03546,cpd:C03546,hsa01100,reaction,rn:R03393,reversible,5604.0,5605.0,64.0
14198,cpd:C04637,cpd:C04637,cpd:C01245,cpd:C01245,hsa01100,reaction,rn:R03435,reversible,5610.0,5603.0,65.0
14199,cpd:C01277,cpd:C01277,cpd:C04637,cpd:C04637,hsa01100,reaction,rn:R03469 rn:R04404,reversible,5601.0,5610.0,66.0
14200,cpd:C01194,cpd:C01194,cpd:C01277,cpd:C01277,hsa01100,reaction,rn:R03361 rn:R11680,reversible,5595.0,5601.0,67.0
14201,cpd:C01243,cpd:C01243,cpd:C04477,cpd:C04477,hsa01100,reaction,rn:R03429,reversible,5602.0,5617.0,68.0
14202,cpd:C01284,cpd:C01284,cpd:C04477,cpd:C04477,hsa01100,reaction,rn:R03478,reversible,5618.0,5617.0,69.0
14203,cpd:C01284,cpd:C01284,cpd:C01204,cpd:C01204,hsa01100,reaction,rn:R05202,reversible,5618.0,5606.0,70.0
14204,cpd:C00168,cpd:C00168,cpd:C00258,cpd:C00258,hsa01100,reaction,rn:R01388 rn:R01392,reversible,5627.0,3135.0,71.0
14205,cpd:C00988,cpd:C00988,cpd:C00160,cpd:C00160,hsa01100,reaction,rn:R01334,reversible,3876.0,3123.0,72.0
14206,cpd:C00048,cpd:C00048,cpd:C00160,cpd:C00160,hsa01100,reaction,rn:R00465 rn:R00475 rn:R00476 rn:R00717,reversible,5735.0,3123.0,73.0
14207,cpd:C00036,cpd:C00036,cpd:C00074,cpd:C00074,hsa01100,reaction,rn:R00341 rn:R00345 rn:R00346 rn:R00431 rn:R00726,reversible,6237.0,4243.0,74.0
14208,cpd:C00022,cpd:C00022,cpd:C00186,cpd:C00186,hsa01100,reaction,rn:R00196 rn:R00703 rn:R01447,reversible,4484.0,4049.0,75.0
14209,cpd:C00227,cpd:C00227,cpd:C00033,cpd:C00033,hsa01100,reaction,rn:R00315 rn:R00317 rn:R00320,reversible,3095.0,4179.0,76.0
14210,cpd:C00036,cpd:C00036,cpd:C00022,cpd:C00022,hsa01100,reaction,rn:R00217 rn:R00344 rn:R12212,reversible,6237.0,4484.0,77.0
14211,cpd:C00024,cpd:C00024,cpd:C00222,cpd:C00222,hsa01100,reaction,rn:R00705 rn:R00706,reversible,6239.0,4504.0,78.0
14212,cpd:C01013,cpd:C01013,cpd:C05668,cpd:C05668,hsa01100,reaction,rn:R03158 rn:R09286,reversible,4503.0,3589.0,79.0
14213,cpd:C00024,cpd:C00024,cpd:C00083,cpd:C00083,hsa01100,reaction,rn:R00233 rn:R00353 rn:R00742,reversible,6239.0,3139.0,80.0
14215,cpd:C00894,cpd:C00894,cpd:C00100,cpd:C00100,hsa01100,reaction,rn:R00919 rn:R04432 rn:R10161 rn:R12356,reversible,3906.0,5645.0,82.0
14216,cpd:C00163,cpd:C00163,cpd:C00100,cpd:C00100,hsa01100,reaction,rn:R00925 rn:R00920 rn:R00928,reversible,4615.0,5645.0,83.0
14217,cpd:C00100,cpd:C00100,cpd:C00683,cpd:C00683,hsa01100,reaction,rn:R00923 rn:R00930 rn:R01859,reversible,5645.0,5644.0,84.0
14220,cpd:C00246,cpd:C00246,cpd:C00136,cpd:C00136,hsa01100,reaction,rn:R01176 rn:R01179,reversible,3156.0,3114.0,87.0
14221,cpd:C00800,cpd:C00800,cpd:C01040,cpd:C01040,hsa01100,reaction,rn:R02933,reversible,4783.0,3939.0,88.0
14222,cpd:C00042,cpd:C00042,cpd:C00232,cpd:C00232,hsa01100,reaction,rn:R00713 rn:R00714,reversible,5634.0,3133.0,89.0
14223,cpd:C00232,cpd:C00232,cpd:C00334,cpd:C00334,hsa01100,reaction,rn:R01648 rn:R10178,reversible,3133.0,4042.0,90.0
14224,cpd:C00025,cpd:C00025,cpd:C00334,cpd:C00334,hsa01100,reaction,rn:R00261,reversible,4814.0,4042.0,91.0
14225,cpd:C00026,cpd:C00026,cpd:C00025,cpd:C00025,hsa01100,reaction,rn:R00093 rn:R00114 rn:R00243 rn:R00248,reversible,4369.0,4814.0,92.0
14226,cpd:C00036,cpd:C00036,cpd:C00049,cpd:C00049,hsa01100,reaction,rn:R00357,reversible,6237.0,4799.0,93.0
14227,cpd:C00152,cpd:C00152,cpd:C00049,cpd:C00049,hsa01100,reaction,rn:R00483 rn:R00485 rn:R00578,reversible,3134.0,4799.0,94.0
14228,cpd:C00022,cpd:C00022,cpd:C00065,cpd:C00065,hsa01100,reaction,rn:R00220,reversible,4484.0,5902.0,95.0
14231,cpd:C01005,cpd:C01005,cpd:C00065,cpd:C00065,hsa01100,reaction,rn:R00582 rn:R12342 rn:R12344,reversible,3737.0,5902.0,98.0
14234,cpd:C01242,cpd:C01242,cpd:C00143,cpd:C00143,hsa01100,reaction,rn:R04125,reversible,5887.0,3138.0,101.0
14235,cpd:C01242,cpd:C01242,cpd:C00037,cpd:C00037,hsa01100,reaction,rn:R03425,reversible,5887.0,5897.0,102.0
14238,cpd:C00155,cpd:C00155,cpd:C00073,cpd:C00073,hsa01100,reaction,rn:R00650 rn:R00946 rn:R02821 rn:R04405,reversible,6069.0,3153.0,105.0
14239,cpd:C00073,cpd:C00073,cpd:C01180,cpd:C01180,hsa01100,reaction,rn:R00648 rn:R07396 rn:R12055,reversible,3153.0,3978.0,106.0
14240,cpd:C00155,cpd:C00155,cpd:C00021,cpd:C00021,hsa01100,reaction,rn:R00192,reversible,6069.0,4602.0,107.0
14241,cpd:C00021,cpd:C00021,cpd:C00019,cpd:C00019,hsa01100,reaction,rn:R04858 rn:R10404,reversible,4602.0,6010.0,108.0
14242,cpd:C00073,cpd:C00073,cpd:C00019,cpd:C00019,hsa01100,reaction,rn:R00177,reversible,3153.0,6010.0,109.0
14243,cpd:C01180,cpd:C01180,cpd:C15606,cpd:C15606,hsa01100,reaction,rn:R07364,reversible,3978.0,4668.0,110.0
14244,cpd:C15650,cpd:C15650,cpd:C04582,cpd:C04582,hsa01100,reaction,rn:R07392,reversible,4667.0,4002.0,111.0
14245,cpd:C04188,cpd:C04188,cpd:C04582,cpd:C04582,hsa01100,reaction,rn:R04420,reversible,3974.0,4002.0,112.0
14246,cpd:C00019,cpd:C00019,cpd:C01137,cpd:C01137,hsa01100,reaction,rn:R00178,reversible,6010.0,3975.0,113.0
14247,cpd:C08276,cpd:C08276,cpd:C15606,cpd:C15606,hsa01100,reaction,rn:R07363,reversible,5748.0,4668.0,114.0
14248,cpd:C04188,cpd:C04188,cpd:C00170,cpd:C00170,hsa01100,reaction,rn:R01402,reversible,3974.0,6009.0,115.0
14249,cpd:C00022,cpd:C00022,cpd:C00957,cpd:C00957,hsa01100,reaction,rn:R03105,reversible,4484.0,4071.0,116.0
14250,cpd:C00606,cpd:C00606,cpd:C00097,cpd:C00097,hsa01100,reaction,rn:R00893,reversible,3643.0,5903.0,117.0
14251,cpd:C05527,cpd:C05527,cpd:C00606,cpd:C00606,hsa01100,reaction,rn:R02619,reversible,4072.0,3643.0,118.0
14252,cpd:C00022,cpd:C00022,cpd:C00097,cpd:C00097,hsa01100,reaction,rn:R00782,reversible,4484.0,5903.0,119.0
14253,cpd:C00322,cpd:C00322,cpd:C00956,cpd:C00956,hsa01100,reaction,rn:R01939,reversible,6103.0,5950.0,120.0
14254,cpd:C04076,cpd:C04076,cpd:C00449,cpd:C00449,hsa01100,reaction,rn:R02313 rn:R02315,reversible,5947.0,3983.0,121.0
14255,cpd:C00047,cpd:C00047,cpd:C00449,cpd:C00449,hsa01100,reaction,rn:R00715 rn:R00716,reversible,5959.0,3983.0,122.0
14256,cpd:C00450,cpd:C00450,cpd:C00408,cpd:C00408,hsa01100,reaction,rn:R02204 rn:R02205 rn:R08414,reversible,4010.0,4011.0,123.0
14257,cpd:C00322,cpd:C00322,cpd:C00527,cpd:C00527,hsa01100,reaction,rn:R01933,reversible,6103.0,3895.0,124.0
14258,cpd:C00048,cpd:C00048,cpd:C05946,cpd:C05946,hsa01100,reaction,rn:R00471,reversible,5735.0,3864.0,125.0
14259,cpd:C05946,cpd:C05946,cpd:C05947,cpd:C05947,hsa01100,reaction,rn:R05052 rn:R05053,reversible,3864.0,3987.0,126.0
14260,cpd:C05947,cpd:C05947,cpd:C04281,cpd:C04281,hsa01100,reaction,rn:R04444 rn:R04445,reversible,3987.0,6002.0,127.0
