,Unnamed: 0.1,head id,head name,tail id,tail name,pathway,link type,relation name,relation value,entry1,entry2,Unnamed: 0,head full name,tail full name
6679,13425,hsa:1571,CYP2E1,cpd:C11150,C11150,hsa00980,ECrel,compound,55,38.0,76.0,,"CYP2E1, cytochrome P450 family 2 subfamily E member 1",Trichloroacetate
6680,13426,cpd:C11150,C11150,hsa:218,ALDH3A1,hsa00980,ECrel,compound,55,38.0,76.0,,Trichloroacetate,"ALDH3A1, aldehyde dehydrogenase 3 family member A1"
6681,13427,hsa:1571,CYP2E1,cpd:C07490,C07490,hsa00980,ECrel,compound,54,38.0,77.0,,"CYP2E1, cytochrome P450 family 2 subfamily E member 1",Trichloroethanol
6682,13428,cpd:C07490,C07490,hsa:124,ADH1A,hsa00980,ECrel,compound,54,38.0,77.0,,Trichloroethanol,"ADH1A, alcohol dehydrogenase 1A (class I), alpha polypeptide"
6683,13430,cpd:C07490,C07490,hsa:10720,UGT2B11...,hsa00980,ECrel,compound,54,38.0,75.0,,Trichloroethanol,"UGT2B11, UDP glucuronosyltransferase family 2 member B11"
6684,13431,hsa:10720,UGT2B11...,cpd:C07490,C07490,hsa00980,ECrel,compound,54,75.0,77.0,,"UGT2B11, UDP glucuronosyltransferase family 2 member B11",Trichloroethanol
6685,13433,hsa:119391,GSTO2,cpd:C14870,C14870,hsa00980,ECrel,compound,50,72.0,74.0,,"GSTO2, glutathione S-transferase omega 2",2-Bromoacetaldehyde
6686,13434,cpd:C14870,C14870,hsa:1571,CYP2E1,hsa00980,ECrel,compound,50,72.0,74.0,,2-Bromoacetaldehyde,"CYP2E1, cytochrome P450 family 2 subfamily E member 1"
6687,13435,hsa:119391,GSTO2,cpd:C11088,C11088,hsa00980,ECrel,compound,51,73.0,74.0,,"GSTO2, glutathione S-transferase omega 2","1,2-Dibromoethane"
6688,13436,cpd:C11088,C11088,hsa:1571,CYP2E1,hsa00980,ECrel,compound,51,73.0,74.0,,"1,2-Dibromoethane","CYP2E1, cytochrome P450 family 2 subfamily E member 1"
6689,13437,hsa:1645,AKR1C1,cpd:C16453,C16453,hsa00980,ECrel,compound,249,280.0,296.0,,"AKR1C1, aldo-keto reductase family 1 member C1",4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
6690,13438,cpd:C16453,C16453,hsa:1543,CYP1A1,hsa00980,ECrel,compound,249,280.0,296.0,,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,"CYP1A1, cytochrome P450 family 1 subfamily A member 1"
6691,13439,hsa:3290,HSD11B1,cpd:C16453,C16453,hsa00980,ECrel,compound,249,264.0,296.0,,"HSD11B1, hydroxysteroid 11-beta dehydrogenase 1",4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
6692,13441,hsa:873,CBR1,cpd:C16453,C16453,hsa00980,ECrel,compound,249,281.0,296.0,,"CBR1, carbonyl reductase 1",4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
6693,13443,hsa:1548,CYP2A6,cpd:C16453,C16453,hsa00980,ECrel,compound,249,295.0,264.0,,"CYP2A6, cytochrome P450 family 2 subfamily A member 6",4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
6694,13444,cpd:C16453,C16453,hsa:3290,HSD11B1,hsa00980,ECrel,compound,249,295.0,264.0,,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,"HSD11B1, hydroxysteroid 11-beta dehydrogenase 1"
6695,13446,cpd:C16453,C16453,hsa:873,CBR1,hsa00980,ECrel,compound,249,295.0,281.0,,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,"CBR1, carbonyl reductase 1"
6696,13448,cpd:C16453,C16453,hsa:1645,AKR1C1,hsa00980,ECrel,compound,249,295.0,280.0,,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,"AKR1C1, aldo-keto reductase family 1 member C1"
6697,13449,hsa:873,CBR1,cpd:C19574,C19574,hsa00980,ECrel,compound,265,281.0,297.0,,"CBR1, carbonyl reductase 1",4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol
6698,13450,cpd:C19574,C19574,hsa:1548,CYP2A6,hsa00980,ECrel,compound,265,281.0,297.0,,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,"CYP2A6, cytochrome P450 family 2 subfamily A member 6"
6699,13454,cpd:C19574,C19574,hsa:10720,UGT2B11...,hsa00980,ECrel,compound,265,281.0,291.0,,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,"UGT2B11, UDP glucuronosyltransferase family 2 member B11"
6700,13455,hsa:3290,HSD11B1,cpd:C19574,C19574,hsa00980,ECrel,compound,265,264.0,297.0,,"HSD11B1, hydroxysteroid 11-beta dehydrogenase 1",4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol
6701,13461,hsa:1645,AKR1C1,cpd:C19574,C19574,hsa00980,ECrel,compound,265,280.0,297.0,,"AKR1C1, aldo-keto reductase family 1 member C1",4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol
6702,13467,hsa:1548,CYP2A6,cpd:C19574,C19574,hsa00980,ECrel,compound,265,297.0,291.0,,"CYP2A6, cytochrome P450 family 2 subfamily A member 6",4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol
6703,13471,hsa:1545,CYP1B1,cpd:C19488,C19488,hsa00980,ECrel,compound,195,183.0,201.0,,"CYP1B1, cytochrome P450 family 1 subfamily B member 1","7,12-Dimethylbenz[a]anthracene"
6704,13472,cpd:C19488,C19488,hsa:1555,CYP2B6,hsa00980,ECrel,compound,195,183.0,201.0,,"7,12-Dimethylbenz[a]anthracene","CYP2B6, cytochrome P450 family 2 subfamily B member 6"
6705,13473,hsa:1545,CYP1B1,cpd:C19489,C19489,hsa00980,ECrel,compound,191,183.0,186.0,,"CYP1B1, cytochrome P450 family 1 subfamily B member 1","1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene"
6706,13474,cpd:C19489,C19489,hsa:2052,EPHX1,hsa00980,ECrel,compound,191,183.0,186.0,,"1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene","EPHX1, epoxide hydrolase 1"
6707,13475,hsa:2052,EPHX1,cpd:C19490,C19490,hsa00980,ECrel,compound,192,186.0,203.0,,"EPHX1, epoxide hydrolase 1","trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene"
6708,13476,cpd:C19490,C19490,hsa:1543,CYP1A1,hsa00980,ECrel,compound,192,186.0,203.0,,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene","CYP1A1, cytochrome P450 family 1 subfamily A member 1"
6709,13477,hsa:1555,CYP2B6,cpd:C19561,C19561,hsa00980,ECrel,compound,190,201.0,189.0,,"CYP2B6, cytochrome P450 family 2 subfamily B member 6",7-Hydroxymethyl-12-methylbenz[a]anthracene
6710,13478,cpd:C19561,C19561,hsa:6822,SULT2A1,hsa00980,ECrel,compound,190,201.0,189.0,,7-Hydroxymethyl-12-methylbenz[a]anthracene,"SULT2A1, sulfotransferase family 2A member 1"
6711,13479,hsa:1543,CYP1A1,cpd:C19604,C19604,hsa00980,ECrel,compound,184,202.0,199.0,,"CYP1A1, cytochrome P450 family 1 subfamily A member 1","7,12-Dimethylbenz[a]anthracene 5,6-oxide"
6712,13480,cpd:C19604,C19604,hsa:2052,EPHX1,hsa00980,ECrel,compound,184,202.0,199.0,,"7,12-Dimethylbenz[a]anthracene 5,6-oxide","EPHX1, epoxide hydrolase 1"
6713,13481,hsa:1544,CYP1A2,cpd:C06800,C06800,hsa00980,ECrel,compound,299,124.0,129.0,,"CYP1A2, cytochrome P450 family 1 subfamily A member 2",Aflatoxin B1
6714,13482,cpd:C06800,C06800,hsa:1576,CYP3A4,hsa00980,ECrel,compound,299,124.0,129.0,,Aflatoxin B1,"CYP3A4, cytochrome P450 family 3 subfamily A member 4"
6715,13485,hsa:1544,CYP1A2,cpd:C16756,C16756,hsa00980,ECrel,compound,140,124.0,134.0,,"CYP1A2, cytochrome P450 family 1 subfamily A member 2",Aflatoxin M1
6716,13486,cpd:C16756,C16756,hsa:1553,CYP2A13,hsa00980,ECrel,compound,140,124.0,134.0,,Aflatoxin M1,"CYP2A13, cytochrome P450 family 2 subfamily A member 13"
6717,13487,hsa:1544,CYP1A2,cpd:C19586,C19586,hsa00980,ECrel,compound,143,154.0,126.0,,"CYP1A2, cytochrome P450 family 1 subfamily A member 2","Aflatoxin B1-exo-8,9-epoxide"
6718,13488,cpd:C19586,C19586,hsa:2052,EPHX1,hsa00980,ECrel,compound,143,154.0,126.0,,"Aflatoxin B1-exo-8,9-epoxide","EPHX1, epoxide hydrolase 1"
6719,13490,cpd:C19586,C19586,hsa:119391,GSTO2,hsa00980,ECrel,compound,143,154.0,144.0,,"Aflatoxin B1-exo-8,9-epoxide","GSTO2, glutathione S-transferase omega 2"
6720,13491,hsa:2052,EPHX1,cpd:C19586,C19586,hsa00980,ECrel,compound,143,126.0,144.0,,"EPHX1, epoxide hydrolase 1","Aflatoxin B1-exo-8,9-epoxide"
6721,13493,hsa:1553,CYP2A13,cpd:C19574,C19574,hsa00980,ECrel,compound,265,311.0,281.0,,"CYP2A13, cytochrome P450 family 2 subfamily A member 13",4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol
6722,13494,cpd:C19574,C19574,hsa:873,CBR1,hsa00980,ECrel,compound,265,311.0,281.0,,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,"CBR1, carbonyl reductase 1"
6723,13496,cpd:C19574,C19574,hsa:3290,HSD11B1,hsa00980,ECrel,compound,265,311.0,264.0,,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,"HSD11B1, hydroxysteroid 11-beta dehydrogenase 1"
6724,13498,cpd:C19574,C19574,hsa:1645,AKR1C1,hsa00980,ECrel,compound,265,311.0,280.0,,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,"AKR1C1, aldo-keto reductase family 1 member C1"
6725,13504,cpd:C19574,C19574,hsa:1553,CYP2A13,hsa00980,ECrel,compound,265,297.0,312.0,,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,"CYP2A13, cytochrome P450 family 2 subfamily A member 13"
6726,13516,cpd:C06800,C06800,hsa:1548,CYP2A6,hsa00980,ECrel,compound,299,124.0,310.0,,Aflatoxin B1,"CYP2A6, cytochrome P450 family 2 subfamily A member 6"
6727,13523,hsa:1548,CYP2A6,cpd:C06800,C06800,hsa00980,ECrel,compound,299,310.0,129.0,,"CYP2A6, cytochrome P450 family 2 subfamily A member 6",Aflatoxin B1
6728,13525,hsa:1548,CYP2A6,cpd:C19586,C19586,hsa00980,ECrel,compound,143,310.0,126.0,,"CYP2A6, cytochrome P450 family 2 subfamily A member 6","Aflatoxin B1-exo-8,9-epoxide"
6729,13529,hsa:1576,CYP3A4,cpd:C19586,C19586,hsa00980,ECrel,compound,143,309.0,126.0,,"CYP3A4, cytochrome P450 family 3 subfamily A member 4","Aflatoxin B1-exo-8,9-epoxide"
6730,13536,cpd:C16453,C16453,hsa:1576,CYP3A4,hsa00980,ECrel,compound,249,295.0,316.0,,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,"CYP3A4, cytochrome P450 family 3 subfamily A member 4"
6731,13537,hsa:107987478,107987478...,cpd:C16453,C16453,hsa00980,ECrel,compound,249,313.0,296.0,,"(RefSeq) cytochrome P450 2D6-like, ytochrome P450 family 2 subfamily D6 [EC:1.14.14.1]",4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
6732,13540,cpd:C16453,C16453,hsa:1548,CYP2A6,hsa00980,ECrel,compound,249,313.0,315.0,,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,"CYP2A6, cytochrome P450 family 2 subfamily A member 6"
6733,13549,hsa:1571,CYP2E1,cpd:C16453,C16453,hsa00980,ECrel,compound,249,314.0,296.0,,"CYP2E1, cytochrome P450 family 2 subfamily E member 1",4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
6734,13567,hsa:1576,CYP3A4,cpd:C16453,C16453,hsa00980,ECrel,compound,249,316.0,280.0,,"CYP3A4, cytochrome P450 family 3 subfamily A member 4",4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
6735,13574,cpd:C16453,C16453,hsa:1553,CYP2A13,hsa00980,ECrel,compound,249,295.0,318.0,,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,"CYP2A13, cytochrome P450 family 2 subfamily A member 13"
6736,13577,hsa:1553,CYP2A13,cpd:C16453,C16453,hsa00980,ECrel,compound,249,317.0,316.0,,"CYP2A13, cytochrome P450 family 2 subfamily A member 13",4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
6737,13598,cpd:C06800,C06800,hsa:1553,CYP2A13,hsa00980,ECrel,compound,299,124.0,319.0,,Aflatoxin B1,"CYP2A13, cytochrome P450 family 2 subfamily A member 13"
6738,13601,hsa:1553,CYP2A13,cpd:C06800,C06800,hsa00980,ECrel,compound,299,319.0,129.0,,"CYP2A13, cytochrome P450 family 2 subfamily A member 13",Aflatoxin B1
6739,13603,hsa:119391,GSTO2,cpd:C19586,C19586,hsa00980,ECrel,compound,143,144.0,319.0,,"GSTO2, glutathione S-transferase omega 2","Aflatoxin B1-exo-8,9-epoxide"
6740,13604,cpd:C19586,C19586,hsa:1553,CYP2A13,hsa00980,ECrel,compound,143,144.0,319.0,,"Aflatoxin B1-exo-8,9-epoxide","CYP2A13, cytochrome P450 family 2 subfamily A member 13"
6741,13607,hsa:1559,CYP2C9,cpd:C14849,C14849,hsa00980,ECrel,compound,173,320.0,177.0,,"CYP2C9, cytochrome P450 family 2 subfamily C member 9","Benzo[a]pyrene-9,10-oxide"
6742,13608,cpd:C14849,C14849,hsa:2052,EPHX1,hsa00980,ECrel,compound,173,320.0,177.0,,"Benzo[a]pyrene-9,10-oxide","EPHX1, epoxide hydrolase 1"
6743,13609,hsa:1545,CYP1B1,cpd:C14849,C14849,hsa00980,ECrel,compound,173,322.0,177.0,,"CYP1B1, cytochrome P450 family 1 subfamily B member 1","Benzo[a]pyrene-9,10-oxide"
6744,13611,hsa:1543,CYP1A1,cpd:C14849,C14849,hsa00980,ECrel,compound,173,164.0,177.0,,"CYP1A1, cytochrome P450 family 1 subfamily A member 1","Benzo[a]pyrene-9,10-oxide"
6745,13613,hsa:1576,CYP3A4,cpd:C14849,C14849,hsa00980,ECrel,compound,173,321.0,177.0,,"CYP3A4, cytochrome P450 family 3 subfamily A member 4","Benzo[a]pyrene-9,10-oxide"
6746,13615,hsa:1559,CYP2C9,cpd:C14850,C14850,hsa00980,ECrel,compound,172,320.0,177.0,,"CYP2C9, cytochrome P450 family 2 subfamily C member 9","Benzo[a]pyrene-7,8-oxide"
6747,13617,hsa:1545,CYP1B1,cpd:C14850,C14850,hsa00980,ECrel,compound,172,322.0,177.0,,"CYP1B1, cytochrome P450 family 1 subfamily B member 1","Benzo[a]pyrene-7,8-oxide"
6748,13619,hsa:1576,CYP3A4,cpd:C14850,C14850,hsa00980,ECrel,compound,172,321.0,177.0,,"CYP3A4, cytochrome P450 family 3 subfamily A member 4","Benzo[a]pyrene-7,8-oxide"
6749,13621,hsa:1559,CYP2C9,cpd:C14851,C14851,hsa00980,ECrel,compound,171,320.0,176.0,,"CYP2C9, cytochrome P450 family 2 subfamily C member 9","Benzo[a]pyrene-4,5-oxide"
6750,13624,cpd:C14851,C14851,hsa:2052,EPHX1,hsa00980,ECrel,compound,171,320.0,177.0,,"Benzo[a]pyrene-4,5-oxide","EPHX1, epoxide hydrolase 1"
6751,13625,hsa:1545,CYP1B1,cpd:C14851,C14851,hsa00980,ECrel,compound,171,322.0,176.0,,"CYP1B1, cytochrome P450 family 1 subfamily B member 1","Benzo[a]pyrene-4,5-oxide"
6752,13631,hsa:1576,CYP3A4,cpd:C14851,C14851,hsa00980,ECrel,compound,171,321.0,176.0,,"CYP3A4, cytochrome P450 family 3 subfamily A member 4","Benzo[a]pyrene-4,5-oxide"
6753,13635,hsa:119391,GSTO2,cpd:C14851,C14851,hsa00980,ECrel,compound,171,176.0,177.0,,"GSTO2, glutathione S-transferase omega 2","Benzo[a]pyrene-4,5-oxide"
6754,13637,hsa:2052,EPHX1,cpd:C14852,C14852,hsa00980,ECrel,compound,169,177.0,325.0,,"EPHX1, epoxide hydrolase 1","Benzo[a]pyrene-7,8-dihydrodiol"
6755,13638,cpd:C14852,C14852,hsa:1576,CYP3A4,hsa00980,ECrel,compound,169,177.0,325.0,,"Benzo[a]pyrene-7,8-dihydrodiol","CYP3A4, cytochrome P450 family 3 subfamily A member 4"
6756,13640,cpd:C14852,C14852,hsa:1545,CYP1B1,hsa00980,ECrel,compound,169,177.0,326.0,,"Benzo[a]pyrene-7,8-dihydrodiol","CYP1B1, cytochrome P450 family 1 subfamily B member 1"
6757,13642,cpd:C14852,C14852,hsa:1559,CYP2C9,hsa00980,ECrel,compound,169,177.0,324.0,,"Benzo[a]pyrene-7,8-dihydrodiol","CYP2C9, cytochrome P450 family 2 subfamily C member 9"
6758,13649,hsa:1576,CYP3A4,cpd:C14786,C14786,hsa00980,ECrel,compound,243,329.0,232.0,,"CYP3A4, cytochrome P450 family 3 subfamily A member 4","(1R,2S)-Naphthalene 1,2-oxide"
6759,13652,cpd:C14786,C14786,hsa:2052,EPHX1,hsa00980,ECrel,compound,243,329.0,230.0,,"(1R,2S)-Naphthalene 1,2-oxide","EPHX1, epoxide hydrolase 1"
6760,13653,hsa:1548,CYP2A6,cpd:C14786,C14786,hsa00980,ECrel,compound,243,330.0,232.0,,"CYP2A6, cytochrome P450 family 2 subfamily A member 6","(1R,2S)-Naphthalene 1,2-oxide"
6761,13657,hsa:1576,CYP3A4,cpd:C14787,C14787,hsa00980,ECrel,compound,242,329.0,230.0,,"CYP3A4, cytochrome P450 family 3 subfamily A member 4","(1S,2R)-Naphthalene 1,2-oxide"
6762,13658,cpd:C14787,C14787,hsa:2052,EPHX1,hsa00980,ECrel,compound,242,329.0,230.0,,"(1S,2R)-Naphthalene 1,2-oxide","EPHX1, epoxide hydrolase 1"
6763,13661,hsa:1548,CYP2A6,cpd:C14787,C14787,hsa00980,ECrel,compound,242,330.0,230.0,,"CYP2A6, cytochrome P450 family 2 subfamily A member 6","(1S,2R)-Naphthalene 1,2-oxide"
6764,13665,hsa:1543,CYP1A1,cpd:C06790,C06790,hsa00980,ECrel,compound,306,331.0,41.0,,"CYP1A1, cytochrome P450 family 1 subfamily A member 1",Trichloroethene
6765,13666,cpd:C06790,C06790,hsa:1571,CYP2E1,hsa00980,ECrel,compound,306,331.0,41.0,,Trichloroethene,"CYP2E1, cytochrome P450 family 2 subfamily E member 1"
6766,13670,cpd:C06790,C06790,hsa:1543,CYP1A1,hsa00980,ECrel,compound,306,307.0,332.0,,Trichloroethene,"CYP1A1, cytochrome P450 family 1 subfamily A member 1"
6767,13675,hsa:1571,CYP2E1,cpd:C14858,C14858,hsa00980,ECrel,compound,67,301.0,82.0,,"CYP2E1, cytochrome P450 family 2 subfamily E member 1","2,2-Dichloroacetaldehyde"
6768,13676,cpd:C14858,C14858,hsa:119391,GSTO2,hsa00980,ECrel,compound,67,301.0,82.0,,"2,2-Dichloroacetaldehyde","GSTO2, glutathione S-transferase omega 2"
6769,13677,hsa:119391,GSTO2,cpd:C14859,C14859,hsa00980,ECrel,compound,304,90.0,302.0,,"GSTO2, glutathione S-transferase omega 2",Chloroacetyl chloride
6770,13678,cpd:C14859,C14859,hsa:1571,CYP2E1,hsa00980,ECrel,compound,304,90.0,302.0,,Chloroacetyl chloride,"CYP2E1, cytochrome P450 family 2 subfamily E member 1"
6771,13679,hsa:1571,CYP2E1,cpd:C14800,C14800,hsa00980,ECrel,compound,118,333.0,115.0,,"CYP2E1, cytochrome P450 family 2 subfamily E member 1","1-Nitronaphthalene-5,6-oxide"
6772,13681,hsa:1571,CYP2E1,cpd:C14802,C14802,hsa00980,ECrel,compound,117,333.0,106.0,,"CYP2E1, cytochrome P450 family 2 subfamily E member 1","1-Nitronaphthalene-7,8-oxide"
6773,13685,cpd:C07490,cpd:C07490,cpd:C11150,cpd:C11150,hsa00980,reaction,rn:R07107,irreversible,54.0,55.0,0.0,Trichloroethanol,Trichloroacetate
6774,13686,cpd:C14852,cpd:C14852,cpd:C14853,cpd:C14853,hsa00980,reaction,rn:R07085,irreversible,169.0,165.0,1.0,"Benzo[a]pyrene-7,8-dihydrodiol","Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide"
6775,13687,cpd:C14556,cpd:C14556,cpd:C14854,cpd:C14854,hsa00980,reaction,rn:R07087,irreversible,174.0,166.0,2.0,9-Hydroxybenzo[a]pyrene,"9-Hydroxybenzo[a]pyrene-4,5-oxide"
6776,13688,cpd:C14039,cpd:C14039,cpd:C14857,cpd:C14857,hsa00980,reaction,rn:R07089,irreversible,2.0,66.0,3.0,"1,1-Dichloroethylene","1,1-Dichloroethylene epoxide"
6777,13689,cpd:C14453,cpd:C14453,cpd:C14845,cpd:C14845,hsa00980,reaction,rn:R07075,irreversible,88.0,83.0,4.0,4-Bromophenol,"4-Bromophenol-2,3-epoxide"
6778,13690,cpd:C06790,cpd:C06790,cpd:C14866,cpd:C14866,hsa00980,reaction,rn:R07099,reversible,306.0,58.0,5.0,Trichloroethene,Chloral
6779,13691,cpd:C14870,cpd:C14870,cpd:C14871,cpd:C14871,hsa00980,reaction,rn:R07116,irreversible,50.0,49.0,6.0,2-Bromoacetaldehyde,S-(Formylmethyl)glutathione
6780,13692,cpd:C11088,cpd:C11088,cpd:C14874,cpd:C14874,hsa00980,reaction,rn:R07113,irreversible,51.0,46.0,7.0,"1,2-Dibromoethane",Glutathione episulfonium ion
6781,13693,cpd:C11088,cpd:C11088,cpd:C14870,cpd:C14870,hsa00980,reaction,rn:R07112,irreversible,51.0,50.0,8.0,"1,2-Dibromoethane",2-Bromoacetaldehyde
6782,13694,cpd:C07490,cpd:C07490,cpd:C14869,cpd:C14869,hsa00980,reaction,rn:R07106,reversible,54.0,52.0,9.0,Trichloroethanol,Trichloroethanol glucuronide
6783,13695,cpd:C06899,cpd:C06899,cpd:C11150,cpd:C11150,hsa00980,reaction,rn:R07104,irreversible,53.0,55.0,10.0,Chloral hydrate,Trichloroacetate
6784,13696,cpd:C06899,cpd:C06899,cpd:C07490,cpd:C07490,hsa00980,reaction,rn:R07105,irreversible,53.0,54.0,11.0,Chloral hydrate,Trichloroethanol
6785,13697,cpd:C06790,cpd:C06790,cpd:C14868,cpd:C14868,hsa00980,reaction,rn:R07100,irreversible,306.0,59.0,12.0,Trichloroethene,"S-(1,2-Dichlorovinyl)glutathione"
6786,13698,cpd:C14840,cpd:C14840,cpd:C14848,cpd:C14848,hsa00980,reaction,rn:R07070,irreversible,96.0,86.0,13.0,"Bromobenzene-2,3-oxide","2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene"
6787,13699,cpd:C14857,cpd:C14857,cpd:C14865,cpd:C14865,hsa00980,reaction,rn:R07092,irreversible,66.0,62.0,14.0,"1,1-Dichloroethylene epoxide",2-(S-Glutathionyl)acetyl chloride
6788,13700,cpd:C14852,cpd:C14852,cpd:C14856,cpd:C14856,hsa00980,reaction,rn:R07084,irreversible,169.0,167.0,15.0,"Benzo[a]pyrene-7,8-dihydrodiol","7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene"
6789,13701,cpd:C14851,cpd:C14851,cpd:C14855,cpd:C14855,hsa00980,reaction,rn:R07083,irreversible,171.0,168.0,16.0,"Benzo[a]pyrene-4,5-oxide","4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene"
6790,13702,cpd:C14850,cpd:C14850,cpd:C14852,cpd:C14852,hsa00980,reaction,rn:R07082,irreversible,172.0,169.0,17.0,"Benzo[a]pyrene-7,8-oxide","Benzo[a]pyrene-7,8-dihydrodiol"
6791,13703,cpd:C14858,cpd:C14858,cpd:C14861,cpd:C14861,hsa00980,reaction,rn:R07091,irreversible,67.0,63.0,18.0,"2,2-Dichloroacetaldehyde","S-(2,2-Dichloro-1-hydroxy)ethyl glutathione"
6792,13704,cpd:C14859,cpd:C14859,cpd:C14864,cpd:C14864,hsa00980,reaction,rn:R07093,irreversible,304.0,64.0,19.0,Chloroacetyl chloride,S-(2-Chloroacetyl)glutathione
6793,13705,cpd:C14786,cpd:C14786,cpd:C14791,cpd:C14791,hsa00980,reaction,rn:R07002,irreversible,243.0,233.0,20.0,"(1R,2S)-Naphthalene 1,2-oxide","(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene"
6794,13706,cpd:C14865,cpd:C14865,cpd:C14863,cpd:C14863,hsa00980,reaction,rn:R07094,irreversible,62.0,60.0,21.0,2-(S-Glutathionyl)acetyl chloride,2-(S-Glutathionyl)acetyl glutathione
6795,13707,cpd:C14839,cpd:C14839,cpd:C14847,cpd:C14847,hsa00980,reaction,rn:R07069,irreversible,120.0,84.0,22.0,"Bromobenzene-3,4-oxide","3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene"
6796,13708,cpd:C06205,cpd:C06205,cpd:C03012,cpd:C03012,hsa00980,reaction,rn:R07015,irreversible,219.0,222.0,23.0,"1,2-Dihydronaphthalene-1,2-diol","Naphthalene-1,2-diol"
6797,13709,cpd:C14800,cpd:C14800,cpd:C14801,cpd:C14801,hsa00980,reaction,rn:R07027,irreversible,118.0,112.0,24.0,"1-Nitronaphthalene-5,6-oxide","1-Nitro-5,6-dihydroxy-dihydronaphthalene"
6798,13710,cpd:C19574,cpd:C19574,cpd:C19580,cpd:C19580,hsa00980,reaction,rn:R09425,irreversible,265.0,272.0,25.0,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol
6799,13711,cpd:C19574,cpd:C19574,cpd:C19577,cpd:C19577,hsa00980,reaction,rn:R09424,irreversible,265.0,267.0,26.0,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,"1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol"
6800,13712,cpd:C16453,cpd:C16453,cpd:C19566,cpd:C19566,hsa00980,reaction,rn:R09423,irreversible,249.0,251.0,27.0,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone
6801,13713,cpd:C16453,cpd:C16453,cpd:C19563,cpd:C19563,hsa00980,reaction,rn:R09421,irreversible,249.0,255.0,28.0,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone
6802,13714,cpd:C19604,cpd:C19604,cpd:C19607,cpd:C19607,hsa00980,reaction,rn:R09443,irreversible,184.0,200.0,29.0,"7,12-Dimethylbenz[a]anthracene 5,6-oxide","trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene"
6803,13715,cpd:C19586,cpd:C19586,cpd:C11278,cpd:C11278,hsa00980,reaction,rn:R09409,irreversible,143.0,145.0,30.0,"Aflatoxin B1-exo-8,9-epoxide","Aflatoxin B1exo-8,9-epoxide-GSH"
6804,13716,cpd:C16756,cpd:C16756,cpd:C19594,cpd:C19594,hsa00980,reaction,rn:R09406,irreversible,140.0,135.0,31.0,Aflatoxin M1,"Aflatoxin-M1-8,9-epoxide"
